Donor_ID,Donor_SMILES,PCE
439,CCCCCCCC[C@H](CCc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)c(F)ccc2F)c1ccc(s1)CC[C@H](CCCCCCCC)CCCCCC)c1sc2c(c1CCCCCC)sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)c(F)ccc2F)CCCCCC,6.42
440,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]N(C(=S)C1=O)CC)c1cc2c(s1)c(c1ccc(s1)[Si](CCC)(CCC)CCC)c1c(c2c2ccc(s2)[Si](CCC)(CCC)CCC)sc(c1)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SN(C(=S)C1=O)CC,7.62
441,CCC[Si](c1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)CCCCCCCC)c1ccc(s1)[Si](CCC)(CCC)CCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)CCCCCCCC)(CCC)CCC,10.29
442,[H]C(C([H])C1C(CCC2SC(C([H])C2[H])C2C3C(O)N(C(C4SC([H])C([H])C4[H])C3C(O)N2C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C2C(C3C(C(CCC4SC(C([H])C4[H])C4C5C(O)N(C(C6SC([H])C([H])C6[H])C5C(O)N4C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])C([H])C4SC(C([H])C4[H])C4C5C([H])C([H])C6C(C7C([H])C([H])C8C(C9C([H])C([H])C%10C(C%11C([H])C([H])C4N%11[Zn](N56)(N78)N9%10)C4C([H])C([H])C([H])C([H])C4[H])C4C([H])C([H])C([H])C([H])C4[H])C4C([H])C([H])C([H])C([H])C4[H])N3[B](F)(F)N12)C([H])([H])[H])C1C(C([H])C(C([H])C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1SC(C([H])C1[H])C1C2C([H])C([H])C3C(C4C([H])C([H])C5C(C6C([H])C([H])C7C(C8C([H])C([H])C1N8[Zn](N23)(N45)N67)C1C([H])C([H])C([H])C([H])C1[H])C1C([H])C([H])C([H])C([H])C1[H])C1C([H])C([H])C([H])C([H])C1[H],8.98
443,Cc1ccc(s1)c1sc(cc1c1ccc(s1)C)/C=C/c1cc(c(s1)c1ccc(s1)C)c1ccc(s1)C,2.28
444,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nsn2)C#N)c1ccc(c2c1nsn2)C#N,4.02
445,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1cc(F)c(c2c1nsn2)C#N)c1cc(F)c(c2c1nsn2)C#N,3.28
447,CCCCCCCCC1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1c(F)c(F)c(c2c1nsn2)C#N)c1c(F)c(F)c(c2c1nsn2)C#N,2.36
448,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1sc(cc1C[C@@H](CCCC)CC)C=C1C(=O)c2c(C1=O)cccc2)c1sc(cc1C[C@H](CCCC)CC)C=C1C(=O)c2c(C1=O)cccc2,4.52
449,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1sc2c(c1C[C@@H](CCCC)CC)sc(c2)C=C1C(=O)c2c(C1=O)cccc2)c1sc2c(c1C[C@H](CCCC)CC)sc(c2)C=C1C(=O)c2c(C1=O)cccc2,2.79
450,CCCC[C@H](CN1C(=O)c2c(C1=O)cc(cc2)C#Cc1ccc(s1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)C#Cc1ccc2c(c1)C(=O)N(C2=O)C[C@@H](CCCC)CC)CC,1.04
451,CCCC[C@@H](COc1ccc2c3c1c1c(OC[C@@H](CCCC)CC)ccc4c1c1c3c(c3c2cc(s3)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)c2c(c1c1c4cc(s1)c1csc(c1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@@H](CCCC)CC)nsn2)CC,2.45
452,CCCC[C@@H](COc1ccc2c3c1c1c(OC[C@@H](CCCC)CC)ccc4c1c1c3c(c3c2cc(s3)c2ccc(s2)c2n(C[C@@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@@H](CCCC)CC)c2c(c1c1c4cc(s1)c1csc(c1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@@H](CCCC)CC)nn(n2)C[C@H](CCCC)CC)CC,2.57
454,CCCCCCN1C(=S)S/C(=C/c2cc(c(s2)c2ccc(s2)c2cc(c(s2)/C=C/c2sc(cc2CCCCCC)c2ccc(s2)c2sc(cc2CCCCCC)[CH]C2=[S]C(=S)N(C2=O)CCCCCC)CCCCCC)CCCCCC)/C1=O,5.5
458,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1cc(c(s1)c1cccs1)c1cccs1)c(=O)n(c2c1ccc(s1)c1cc(c(s1)c1cccs1)c1cccs1)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,1.23
459,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c(=O)n(c2c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)c1sc(c(c1)c1ccc(s1)[Si](C)(C)C)c1ccc(s1)[Si](C)(C)C)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,0.7
460,CCCCCCCCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c(=O)n(c2c1ccc(s1)c1sc(c(c1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)c1ccc(s1)c1sc(c(c1)c1cccs1)c1cccs1)C[C@H](CCCCCCCCCC)CCCCCCCC)CCCCCCCC,1.33
462,CCCC[C@@H](CSc1ccc(s1)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)c1ccc(s1)SC[C@H](CCCC)CC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CC,7.4
464,CCCCCCCC[C@@H](Cc1ccc(s1)/C=C/c1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(s1)/C=C/c1ccc(s1)C[C@@H](CCCCCCCC)CCCCCC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)CCCCCC,6.63
465,CCCCCCCC[C@@H](CSc1ccc(s1)/C=C/c1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)c1ccc(s1)/C=C/c1ccc(s1)SC[C@@H](CCCCCCCC)CCCCCC)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)c1ccc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)CCCCCCCC)CCCCCC,6.84
312,CCCC[C@H](Cc1ccc(s1)c1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,4.8
466,CCCC[C@@H](Cn1c(c2ccc(s2)c2sc3c(c2)c(c2ccc(s2)/C=C/c2ccc(s2)C[C@@H](CCCC)CC)c2c(c3c3ccc(s3)/C=C/c3ccc(s3)C[C@H](CCCC)CC)cc(s2)c2ccc(s2)c2n(C[C@H](CCCC)CC)c(=O)c3c2c(=O)n(c3c2cccs2)C[C@H](CCCC)CC)c2c(c1=O)c(n(c2=O)C[C@H](CCCC)CC)c1cccs1)CC,5.48
467,CCCCCCCCCCc1sc(cc1CCCCCCCCCC)c1c2sc3c(c2c(c2c1c1sc(cc1s2)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(\C(=O)OCC)/C#N)CCCCCCCC)c1cc(c(s1)CCCCCCCCCC)CCCCCCCCCC)sc(c3)c1cc(c(s1)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCC)\C#N)CCCCCCCC,3.02
469,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,5.7
470,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,6.7
471,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)C=C1C(=O)c2c(C1=O)cccc2)CC,5
473,CCCCCCCCOC(=O)/C(=C/c1sc(c(c1)CCCCCCCC)C1=CCC(=[S]1)C1=[S]C(=C[C@H]1CCCCCCCC)c1oc2c(c1)cc(c1c2c(cc2c1oc(c2)C1=[S][C@H](C(=C1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)OCCCCCCCC)\C#N)c1ccc(cc1)OC[C@H](CCCC)CC)c1ccc(cc1)OC[C@H](CCCC)CC)/C#N,3.13
474,CCCCCCCCOc1ccc(cc1)[C]1c2cc(cn2[B](n2c1cc(c2)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)ccs1)(F)F)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)ccs1,5.61
476,CCCC[C@H](CN1C(=O)c2c(C1=O)cc(cc2)C#Cc1ccc(s1)c1cc(F)c(c2c1nsn2)c1ccc(s1)C#Cc1ccc2c(c1)C(=O)N(C2=O)C[C@@H](CCCC)CC)CC,0.7
477,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C,6.19
478,CCCCCCCC[Si]1(CCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(s1)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(s1)c1ccc(s1)[CH]C1=[S]C(=S)N(C1=O)CC,5.13
479,CCCCCCCCC(n1c2CC(=[S]c2c2c1cc(s2)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)c1ccc(s1)c1ccc(s1)C(=C(C#N)C#N)C)CCCCCCCC,4.8
481,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c2c(s1)c1c(n2CCCCCC)cc(s1)C=C(C#N)C#N,7.26
482,CCCC[C@H](CN1C(=O)c2c(C1=O)cc(cc2)C#Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)C#Cc1ccc2c(c1)C(=O)N(C2=O)C[C@@H](CCCC)CC)CC,0.51
483,CCCCCCn1c2cc(ccc2c2c1c1ccc(cc1n2CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC,9.14
483,CCCCCCn1c2cc(ccc2c2c1c1ccc(cc1n2CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC)c1c(F)cc(c2c1nsn2)c1ccc(s1)c1ccc(s1)c1ccc(s1)CCCCCC,5.88
484,Cc1ccc(cc1)N(c1ccc(cc1)C)c1ccc(s1)c1ccc(c2c1nccn2)C=C1C(=O)c2c(C1=O)cccc2,1.14
485,CCN1C(=S)[S]=C(C1=O)[CH]c1ccc(c2c1nccn2)c1ccc(s1)N(c1ccc(cc1)C)c1ccc(cc1)C,1.26
486,CCCCCCCCOc1c(c2ccc(s2)c2cc3c(s2)c(c2ccc(s2)SC[C@H](CCCC)CC)c2c(c3c3ccc(s3)SC[C@@H](CCCC)CC)sc(c2)c2ccc(s2)c2c(OCCCCCCCC)c(OCCCCCCCC)c(c3c2nsn3)c2ccc(s2)/C=C(/C(=O)OC[C@@H](CCCC)CC)\C#N)c2nsnc2c(c1OCCCCCCCC)c1ccc(s1)/C=C(/C(=O)OC[C@H](CCCC)CC)\C#N,7.2
488,CCCCCCCC[C@@H](Cn1c(c2ccc(s2)c2cc(F)c(cc2F)c2ccc(s2)c2n(C[C@H](CCCCCCCC)CCCCCC)c(=O)c3c2c(=O)n(c3c2ccc(s2)c2ccc3c4c2ccc2c4c(cc3)ccc2)C[C@H](CCCCCCCC)CCCCCC)c2c(c1=O)c(n(c2=O)C[C@H](CCCCCCCC)CCCCCC)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)CCCCCC,7.21
489,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1ccc2c(c1)Sc1c(N2C[C@@H](CCCC)CC)ccc(c1)C=C(C#N)C#N)OC[C@@H](CCCC)CC)c1ccc2c(c1)Sc1c(N2C[C@H](CCCC)CC)ccc(c1)C=C(C#N)C#N)CC,6.11
490,CCCC[C@H](COc1c2sc(cc2c(c2c1cc(s2)c1ccc2c(c1)Sc1c(N2C[C@@H](CCCC)CC)ccc(c1)C=C1C(=O)c2c(C1=O)cccc2)OC[C@@H](CCCC)CC)c1ccc2c(c1)Sc1c(N2C[C@H](CCCC)CC)ccc(c1)C=C1C(=O)c2c(C1=O)cccc2)CC,7.37
491,CCCN1c2ccc(cc2Sc2c1ccc(c2)C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,4.72
492,CCCN1c2ccc(cc2Sc2c1ccc(c2)C(=C(C#N)C#N)[C](c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)[C](C#N)C#N)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,7.24
493,CCCC[C@H](Cn1c(=O)c2c(c1c1ccc(s1)C1SC3N(C1)[B](c1c3sc(c1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c3c1c(=O)n(c3c1cccs1)C[C@H](CCCC)CC)(c1c(C)cc(cc1C)C)c1c(C)cc(cc1C)C)c(=O)n(c2c1cccs1)C[C@H](CCCC)CC)CC,2.52
494,CCCCCCCCc1cc2c(s1)CC(=[S]2)c1ccc(s1)c1c2c(=O)n(c(c2c(=O)n1C[C@H](CCCC)CC)c1ccc(s1)c1sc2c(c1)[B](N1C2SC(C1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1sc2c(c1)sc(c2)CCCCCCCC)C[C@H](CCCC)CC)(c1c(C)cc(cc1C)C)c1c(C)cc(cc1C)C)C[C@@H](CCCC)CC,2.56
495,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c(c2)[nH]c2c1cc1c(c2)c2c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc(s2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC,3.76
496,CCCCCCc1ccc(cc1)C1(c2ccc(cc2)CCCCCC)c2cc(sc2c2c1cc1c(c2)[nH]c2c1cc1c(c2)c2c(C1(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)cc(s2)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC)c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC,5.54
497,CCCCCCc1c(/C=C/c2sc(c(c2CCCCCC)CCCCCC)C=O)sc(c1CCCCCC)C#CC1=C2CCC3N2[Ni@@]24n5c1ccc5C(=C1N2C(CC1)C(=c1n4c(=C3c2c(C)cc(cc2C)C)cc1)C#Cc1sc(c(c1CCCCCC)CCCCCC)/C=C/c1sc(c(c1CCCCCC)CCCCCC)C=O)c1c(C)cc(cc1C)C,9.14
499,CCCCN(c1cc(O)c(c(c1)O)C1=C(O)C(=C1O)c1c(O)cc(cc1O)N1c2cc3ccccc3cc2[C@H]2[C@H]1CCC2)CCCC,5.43
501,CCCCN(c1ccc(c(c1)O)C1=C(O)/C(=C\[C@H]2Sc3c(N2CCCC)cccc3)/C1=C(C#N)C#N)CCCC,1.91
502,CCCCN1[C@@H]([CH]C2=C(C(=C2O)c2ccc(cc2O)N2c3ccccc3[C@H]3[C@H]2CCC3)[C](C#N)C#N)Sc2c1cc1ccccc1c2,4.58
503,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)N(c1cc(O)c(c(c1)O)C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O)c1ccccc1)N(c1cc(O)c(c(c1)O)C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O)c1ccccc1,2.03
504,CCCCCCCC[C@H](Cn1c2cc(ccc2c2c1cc(cc2)N(c1cc(O)c(c(c1)O)C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O)c1ccccc1)N(c1cc(O)c(c(c1)O)C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)c2ccccc2cc3)/C1=O)c1ccccc1)CCCCCC,4.22
506,OC1=C([CH]C2=CC(=[S]C(=C2)c2ccccc2)c2ccccc2)C(=O)/C/1=C\[C@H]1N(C)c2c(C1(C)C)c1ccccc1cc2,0.65
508,OC1=C([CH]C2=CC(=[S]C(=C2)c2ccccc2)c2ccccc2)C(=O)/C/1=C\[C@H]1N(C)c2c(C1(C)C)ccc1c2cccc1,0.53
509,COc1ccc(cc1)C1=CC(=CC(=[S]1)c1ccc(cc1)OC)[CH]C1=C(O)/C(=C/[C@H]2N(C)c3c(C2(C)C)ccc2c3cccc2)/C1=O,0.39
511,CCCCN(c1ccccc1)c1cc(O)c(c(c1)O)C1=C(O)C(=C1O)c1c(O)cc(cc1O)N(c1ccccc1)CCCC,4.58
512,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/C(=O)N(c2c1cccc2)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C/1\C(=O)N(c2c1cccc2)CC)CC,0.61
513,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C\1/C(=O)N(c2c1cc(F)c(c2)F)CC)c1ccc(s1)C[C@@H](CCCC)CC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)c1sc(cc1CCCCCCCC)/C=C/1\C(=O)N(c2c1cc(F)c(c2)F)CC)CC,7.8
10,CCCC[C@H](CSc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)c1ccc(s1)SC[C@H](CCCC)CC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)CC,4.5
10,CCCC[C@H](CSc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)c1ccc(s1)SC[C@H](CCCC)CC)c1sc(c(c1)CCCCCCCC)c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C\1/SC(=S)N(C1=O)CC)CC,4.3
117,CCCC[C@H](Cc1ccc(s1)c1c2cc(sc2c(c2c1sc(c2)c1ccc(s1)c1ccc(s1)c1n(C[C@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)CCCC)C[C@H](CCCC)CC)c1ccc(s1)C[C@H](CCCC)CC)c1ccc(s1)c1ccc(s1)c1n(C[C@@H](CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(s1)c1ccc(cc1)CCCC)C[C@@H](CCCC)CC)CC,1.7
434,CCCC[C@H](Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)C1=[S]c2c(C1)c(c1ccc(s1)C[C@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@@H](CCCC)CC)cc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)c1ccc(s1)C[C@H](CCCC)CC)c1sc2c(c1)c(c1ccc(s1)C[C@@H](CCCC)CC)c1c(c2c2ccc(s2)C[C@H](CCCC)CC)cc(s1)[CH]C1=[S]C(=S)N(C1=O)CC)CC,10.52
